Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Equipment
2B,410,AER,2965,KZN,2990,,CR2
2B,410,ASF,2966,KZN,2990,,CR2
2B,410,ASF,2966,MRV,2962,,CR2
2B,410,CEK,2968,KZN,2990,,CR2
2B,410,CEK,2968,OVB,4078,,CR2
2B,410,DME,4029,KZN,2990,,CR2
2B,410,DME,4029,NBC,6969,,CR2
2B,410,DME,4029,UUA,6160,,CR2
2B,410,EGO,6156,KGD,2952,,CR2
2B,410,EGO,6156,KZN,2990,,CR2
2B,410,GYD,2922,NBC,6969,,CR2
2B,410,KGD,2952,EGO,6156,,CR2
2B,410,KZN,2990,AER,2965,,CR2
2B,410,KZN,2990,ASF,2966,,CR2
2B,410,KZN,2990,CEK,2968,,CR2
2B,410,KZN,2990,DME,4029,,CR2
2B,410,KZN,2990,EGO,6156,,CR2
2B,410,KZN,2990,LED,2948,,CR2
2B,410,KZN,2990,SVX,2975,,CR2
2B,410,LED,2948,KZN,2990,,CR2
2B,410,LED,2948,NBC,6969,,CR2
2B,410,LED,2948,UUA,6160,,CR2
2B,410,MRV,2962,ASF,2966,,CR2
2B,410,NBC,6969,DME,4029,,CR2
2B,410,NBC,6969,GYD,2922,,CR2
2B,410,NBC,6969,LED,2948,,CR2
2B,410,NBC,6969,SVX,2975,,CR2
2B,410,NJC,2972,SVX,2975,,CR2
2B,410,NJC,2972,UUA,6160,,CR2
2B,410,NUX,4364,SVX,2975,,CR2
2B,410,OVB,4078,CEK,2968,,CR2
2B,410,OVB,4078,SVX,2975,,CR2
2B,410,SVX,2975,KZN,2990,,CR2
2B,410,SVX,2975,NBC,6969,,CR2
2B,410,SVX,2975,NJC,2972,,CR2
2B,410,SVX,2975,NUX,4364,,CR2
2B,410,SVX,2975,OVB,4078,,CR2
2B,410,UUA,6160,DME,4029,,CR2
2B,410,UUA,6160,LED,2948,,CR2
2B,410,UUA,6160,NJC,2972,,CR2
2G,1654,BTK,2936,IKT,2937,,A81
2G,1654,BTK,2936,OVB,4078,,A81
2G,1654,CEK,2968,OVB,4078,,A81
2G,1654,HTA,2935,IKT,2937,,AN4
2G,1654,IKT,2937,BTK,2936,,A81
2G,1654,IKT,2937,HTA,2935,,AN4
2G,1654,IKT,2937,ODO,8944,,AN4
2G,1654,IKT,2937,OVB,4078,,A81
2G,1654,IKT,2937,UKX,6924,,AN4
2G,1654,IKT,2937,ULK,9026,,AN4
2G,1654,IKT,2937,YKS,2923,,A81
2G,1654,MJZ,2925,OVB,4078,,A81
2G,1654,ODO,8944,IKT,2937,,AN4
2G,1654,OVB,4078,BTK,2936,,A81
2G,1654,OVB,4078,CEK,2968,,A81
2G,1654,OVB,4078,IKT,2937,,A81
2G,1654,UKX,6924,IKT,2937,,AN4
2G,1654,ULK,9026,IKT,2937,,AN4
2G,1654,YKS,2923,IKT,2937,,A81
2I,8359,AYP,2786,LIM,2789,,142
2I,8359,CUZ,2812,LIM,2789,,142 141
2I,8359,CUZ,2812,PEM,2808,,142
2I,8359,HUU,6067,LIM,2789,,141
2I,8359,IQT,2801,PCL,2781,,143
2I,8359,IQT,2801,TPP,2806,,142
2I,8359,LIM,2789,AYP,2786,,142
2I,8359,LIM,2789,CUZ,2812,,142 141
2I,8359,LIM,2789,HUU,6067,,141
2I,8359,LIM,2789,PCL,2781,,143 146
2I,8359,LIM,2789,TPP,2806,,142 146
2I,8359,PCL,2781,IQT,2801,,143
2I,8359,PCL,2781,LIM,2789,,143 146
2I,8359,PCL,2781,TPP,2806,,146
2I,8359,PEM,2808,CUZ,2812,,142
2I,8359,TPP,2806,IQT,2801,,142
2I,8359,TPP,2806,LIM,2789,,142 146
2I,8359,TPP,2806,PCL,2781,,146
2J,470,ABJ,253,BOY,247,,CRJ
2J,470,ABJ,253,OUA,246,,E70 CRJ M87
2J,470,ACC,248,OUA,246,,CRJ
2J,470,BKO,1044,ABJ,253,,M87
2J,470,BKO,1044,DKR,1084,,M87
2J,470,BKO,1044,OUA,246,,CRJ
2J,470,BOY,247,ABJ,253,,CRJ
2J,470,BOY,247,OUA,246,,CRJ
2J,470,COO,245,LFW,298,,M87
2J,470,COO,245,OUA,246,,M87
2J,470,DKR,1084,BKO,1044,,M87
2J,470,DKR,1084,OUA,246,,M87
2J,470,LFW,298,OUA,246,,M87 CRJ
2J,470,NIM,280,OUA,246,,CRJ
2J,470,OUA,246,ABJ,253,,E70 CRJ M87
2J,470,OUA,246,ACC,248,,CRJ
2J,470,OUA,246,BKO,1044,,M87 CRJ
2J,470,OUA,246,BOY,247,,CRJ
2J,470,OUA,246,COO,245,,M87
2J,470,OUA,246,DKR,1084,,M87
2J,470,OUA,246,LFW,298,,CRJ
2J,470,OUA,246,NIM,280,,CRJ
2K,1338,BOG,2709,GYE,2673,,319
2K,1338,BOG,2709,UIO,2688,,319 320
2K,1338,CLO,2715,GYE,2673,,319
2K,1338,GYE,2673,BOG,2709,,319
2K,1338,GYE,2673,CLO,2715,,319
2K,1338,GYE,2673,SCY,6045,,319 320
2K,1338,GYE,2673,UIO,2688,,320 319
2K,1338,OCC,2670,UIO,2688,,319
2K,1338,SCY,6045,GYE,2673,,319 320
2K,1338,UIO,2688,BOG,2709,,319 320
2K,1338,UIO,2688,GYE,2673,,319
2K,1338,UIO,2688,OCC,2670,,319
2L,2750,BDS,1506,ZRH,1678,,100
2L,2750,BOD,1264,ZRH,1678,,100
2L,2750,BRS,490,ZRH,1678,,100
2L,2750,GVA,1665,LPA,1054,,319
2L,2750,LCA,1197,ZRH,1678,,319
2L,2750,LPA,1054,ZRH,1678,,319
2L,2750,RMF,4197,ZRH,1678,,319
2L,2750,TFS,1056,GVA,1665,,319
2L,2750,ZRH,1678,BDS,1506,,100
2L,2750,ZRH,1678,BOD,1264,,100
2L,2750,ZRH,1678,BRS,490,,100
2L,2750,ZRH,1678,LCA,1197,,319
2L,2750,ZRH,1678,LPA,1054,,319
2L,2750,ZRH,1678,RMF,4197,,319
2N,3652,AJR,730,LYC,719,,ATP
2N,3652,ARN,737,GEV,715,,ATP
2N,3652,ARN,737,HAD,709,,SF3
2N,3652,ARN,737,JKG,688,,ATP SF3
2N,3652,ARN,737,KRF,718,,ATP
2N,3652,ARN,737,KSD,5595,,SF3
2N,3652,ARN,737,LYC,719,,ATP
2N,3652,ARN,737,MHQ,442,,SF3
2N,3652,ARN,737,OER,722,,ATR
2N,3652,ARN,737,POR,448,,SF3
2N,3652,ARN,737,TRF,664,,SF3
2N,3652,ARN,737,VBY,746,,SF3 ATP
2N,3652,ARN,737,VHM,729,,SF3
2N,3652,ARN,737,VXO,711,,SF3
2N,3652,GEV,715,ARN,737,,ATP
2N,3652,GEV,715,KRF,718,,ATP
2N,3652,HAD,709,ARN,737,,SF3 ATP
2N,3652,HAD,709,JKG,688,,ATP SF3
2N,3652,HAD,709,VXO,711,,SF3
2N,3652,HMV,5599,VHM,729,,SF3
2N,3652,JKG,688,ARN,737,,ATP SF3
2N,3652,JKG,688,HAD,709,,ATP SF3
2N,3652,KOK,435,POR,448,,SF3
2N,3652,KRF,718,ARN,737,,ATP
2N,3652,KRF,718,GEV,715,,ATP
2N,3652,KSD,5595,ARN,737,,SF3
2N,3652,LYC,719,AJR,730,,ATP
2N,3652,LYC,719,ARN,737,,ATP
2N,3652,MHQ,442,ARN,737,,SF3
2N,3652,MHQ,442,TKU,460,,SF3
2N,3652,OER,722,ARN,737,,ATR
2N,3652,OSL,644,VXO,711,,SF3
2N,3652,POR,448,ARN,737,,SF3
2N,3652,POR,448,KOK,435,,SF3
2N,3652,TKU,460,MHQ,442,,SF3
2N,3652,TRF,664,ARN,737,,SF3
2N,3652,VBY,746,ARN,737,,SF3 ATP
2N,3652,VHM,729,ARN,737,,SF3
2N,3652,VHM,729,HMV,5599,,SF3
2N,3652,VXO,711,ARN,737,,SF3
2N,3652,VXO,711,OSL,644,,SF3
2O,146,ADQ,3531,AOS,7167,,BNI
2O,146,ADQ,3531,KKB,7168,,BNI
2O,146,ADQ,3531,KLN,7162,,BNI
2O,146,ADQ,3531,KOZ,7164,,BNI
2O,146,ADQ,3531,OLH,7163,,BNI
2O,146,AOS,7167,KZB,7176,,BNI
2O,146,KKB,7168,SYB,7173,,BNI
2O,146,KLN,7162,KYK,7161,,BNI
2O,146,KOZ,7164,ORI,7165,,BNI
2O,146,SYB,7173,KPR,7172,,BNI
2P,897,BSO,6019,MNL,2397,,DH4
2P,897,BXU,4200,MNL,2397,,320
2P,897,CBO,2399,MNL,2397,,320
2P,897,CGY,2400,MNL,2397,,320
2P,897,CRM,6024,MNL,2397,,DH4
2P,897,DGT,2425,MNL,2397,,320
2P,897,DWC,8076,MNL,2397,,330
2P,897,KLO,2430,MNL,2397,,320
2P,897,LGP,4203,MNL,2397,,320
2P,897,MNL,2397,BSO,6019,,DH4
2P,897,MNL,2397,BXU,4200,,320
2P,897,MNL,2397,CBO,2399,,320
2P,897,MNL,2397,CGY,2400,,320
2P,897,MNL,2397,CRM,6024,,DH4
2P,897,MNL,2397,DGT,2425,,320
2P,897,MNL,2397,DWC,8076,,330
2P,897,MNL,2397,KLO,2430,,320
2P,897,MNL,2397,LGP,4203,,320
2P,897,MNL,2397,MPH,2426,,DH3
2P,897,MNL,2397,OZC,4204,,320
2P,897,MNL,2397,PPS,2433,,320
2P,897,MNL,2397,RXS,6026,,320
2P,897,MNL,2397,SUG,6016,,DH4
2P,897,MNL,2397,TUG,6021,,DH4
2P,897,MNL,2397,ZAM,2404,,320
2P,897,MPH,2426,MNL,2397,,DH3
2P,897,OZC,4204,MNL,2397,,320
2P,897,PPS,2433,MNL,2397,,320
2P,897,RXS,6026,MNL,2397,,320
2P,897,SUG,6016,MNL,2397,,DH4
2P,897,TUG,6021,MNL,2397,,DH4
2P,897,ZAM,2404,MNL,2397,,320
2Z,1729,AUX,7376,PMW,4214,,AT7
2Z,1729,BRA,7373,BSB,2531,,AT7
2Z,1729,BRA,7373,SSA,2621,,AT7
2Z,1729,BSB,2531,BRA,7373,,AT7
2Z,1729,BSB,2531,OPS,7367,,AT7
2Z,1729,BSB,2531,RAO,2613,,AT7
2Z,1729,CAC,2535,GRU,2564,,AT7
2Z,1729,CGB,2548,GYN,2562,,AT7
2Z,1729,CGB,2548,OPS,7367,,AT7
2Z,1729,CGR,2538,DOU,7380,,AT7
2Z,1729,DOU,7380,CGR,2538,,AT7
2Z,1729,DOU,7380,GRU,2564,,AT7
2Z,1729,GIG,2560,RAO,2613,,AT7
2Z,1729,GRU,2564,CAC,2535,,AT7
2Z,1729,GRU,2564,DOU,7380,,AT7
2Z,1729,GRU,2564,RAO,2613,,AT7
2Z,1729,GRU,2564,UBA,2635,,AT7
2Z,1729,GRU,2564,UDI,2633,,AT7
2Z,1729,GRU,2564,VDC,6039,,AT7
2Z,1729,GYN,2562,CGB,2548,,AT7
2Z,1729,GYN,2562,PMW,4214,,AT7
2Z,1729,GYN,2562,RAO,2613,,AT7
2Z,1729,GYN,2562,UDI,2633,,AT7
2Z,1729,OPS,7367,BSB,2531,,AT7
2Z,1729,OPS,7367,CGB,2548,,AT7
2Z,1729,PLU,2528,RAO,2613,,AT7
2Z,1729,PMW,4214,AUX,7376,,AT7
2Z,1729,PMW,4214,GYN,2562,,AT7
2Z,1729,RAO,2613,BSB,2531,,AT7
2Z,1729,RAO,2613,GIG,2560,,AT7
2Z,1729,RAO,2613,GRU,2564,,AT7
2Z,1729,RAO,2613,GYN,2562,,AT7
2Z,1729,RAO,2613,PLU,2528,,AT7
2Z,1729,RAO,2613,SJP,2619,,AT7
2Z,1729,RAO,2613,UDI,2633,,AT7
2Z,1729,SJP,2619,RAO,2613,,AT7
2Z,1729,SSA,2621,BRA,7373,,AT7
2Z,1729,SSA,2621,VDC,6039,,AT7
2Z,1729,UBA,2635,GRU,2564,,AT7
2Z,1729,UBA,2635,UDI,2633,,AT7
2Z,1729,UDI,2633,GRU,2564,,AT7
2Z,1729,UDI,2633,GYN,2562,,AT7
2Z,1729,UDI,2633,RAO,2613,,AT7
2Z,1729,UDI,2633,UBA,2635,,AT7
2Z,1729,VDC,6039,GRU,2564,,AT7
2Z,1729,VDC,6039,SSA,2621,,AT7
3E,10739,BRL,5726,ORD,3830,,CNC
3E,10739,BRL,5726,STL,3678,,CNC
3E,10739,DEC,4042,ORD,3830,,CNC
3E,10739,DEC,4042,STL,3678,,CNC
3E,10739,JBR,3591,STL,3678,,CNC
3E,10739,ORD,3830,BRL,5726,,CNC
3E,10739,ORD,3830,DEC,4042,,CNC
3E,10739,STL,3678,BRL,5726,,CNC
3E,10739,STL,3678,DEC,4042,,CNC
3E,10739,STL,3678,JBR,3591,,CNC
3F,16262,CGA,7144,HYL,7145,,DHP
3F,16262,CGA,7144,KTN,3808,,DHP
3F,16262,HYL,7145,CGA,7144,,DHP
3F,16262,HYL,7145,KTB,7147,,DHP
3F,16262,HYL,7145,KTN,3808,,DHP
3F,16262,KTB,7147,HYL,7145,,DHP
3F,16262,KTB,7147,KTN,3808,,DHP
3F,16262,KTN,3808,CGA,7144,,DHP
3F,16262,KTN,3808,HYL,7145,,DHP
3F,16262,KTN,3808,KTB,7147,,DHP
3F,16262,KTN,3808,MTM,7146,,DHP
3F,16262,MTM,7146,KTN,3808,,DHP
3G,595,ACC,248,DKR,1084,,319
3G,595,ACC,248,LOS,273,,319
3G,595,ACC,248,ROB,1063,,319
3G,595,BCN,1218,BJL,1050,,319
3G,595,BJL,1050,BCN,1218,,319
3G,595,BJL,1050,DKR,1084,,319
3G,595,BJL,1050,FNA,1059,,319
3G,595,CKY,4162,OXB,5665,,319
3G,595,DKR,1084,ACC,248,,319
3G,595,DKR,1084,BJL,1050,,319
3G,595,DKR,1084,DLA,897,,319
3G,595,DKR,1084,FNA,1059,,319
3G,595,DKR,1084,LOS,273,,319
3G,595,DKR,1084,OXB,5665,,319
3G,595,DLA,897,DKR,1084,,319
3G,595,DLA,897,LOS,273,,319
3G,595,FNA,1059,BJL,1050,,319
3G,595,FNA,1059,DKR,1084,,319
3G,595,FNA,1059,LGW,502,,319
3G,595,FNA,1059,ROB,1063,,319
3G,595,LGW,502,FNA,1059,,319
3G,595,LOS,273,ACC,248,,319
3G,595,LOS,273,DKR,1084,,319
3G,595,LOS,273,DLA,897,,319
3G,595,LOS,273,ROB,1063,,319
3G,595,OXB,5665,CKY,4162,,319
3G,595,OXB,5665,DKR,1084,,319
3G,595,ROB,1063,ACC,248,,319
3G,595,ROB,1063,FNA,1059,,319
3G,595,ROB,1063,LOS,273,,319
3H,\N,AKV,5506,YIK,5504,,DH8
3H,\N,AKV,5506,YPX,6727,,DH8
3H,\N,XGR,5512,YVP,154,,DHT BET
3H,\N,YGL,62,YGW,5496,,DHT
3H,\N,YGL,62,YPX,6727,,73M
3H,\N,YGL,62,YUL,146,,73M
3H,\N,YGW,5496,YGL,62,,DHT
3H,\N,YGW,5496,YPH,5520,,BET
3H,\N,YGW,5496,YSK,5529,,DH8
3H,\N,YGW,5496,YUD,5515,,DH8
3H,\N,YGW,5496,YUL,146,,DH8
3H,\N,YGW,5496,YUY,149,,DH8
3H,\N,YIK,5504,AKV,5506,,DH8
3H,\N,YIK,5504,YZG,5535,,DH8
3H,\N,YKG,5481,YPJ,5508,,DHT DH8
3H,\N,YKG,5481,YQC,5499,,DH8
3H,\N,YKG,5481,YVP,154,,DH8 DHT
3H,\N,YKL,80,YQB,111,,DH8
3H,\N,YKL,80,YVP,154,,DH8 BET
3H,\N,YKL,80,YWK,161,,BET
3H,\N,YKL,80,YZV,202,,BET DH8
3H,\N,YPH,5520,YPX,6727,,DH8 BET
3H,\N,YPH,5520,YUD,5515,,DH8
3H,\N,YPH,5520,YVP,154,,BET
3H,\N,YPJ,5508,YKG,5481,,DHT DH8
3H,\N,YPJ,5508,YTQ,6728,,DHT DH8
3H,\N,YPJ,5508,YVP,154,,DHT
3H,\N,YPX,6727,AKV,5506,,DH8
3H,\N,YPX,6727,YGL,62,,73M
3H,\N,YPX,6727,YPH,5520,,DH8
3H,\N,YPX,6727,YVP,154,,BET
3H,\N,YQB,111,YKL,80,,DH8
3H,\N,YQB,111,YUL,146,,DH8
3H,\N,YQC,5499,YKG,5481,,DH8
3H,\N,YQC,5499,YWB,7253,,DH8
3H,\N,YSK,5529,YGW,5496,,DH8
3H,\N,YSK,5529,YUD,5515,,DH8
3H,\N,YTQ,6728,YPJ,5508,,DHT DH8
3H,\N,YTQ,6728,YVP,154,,DHT DH8
3H,\N,YUD,5515,YGW,5496,,DH8
3H,\N,YUD,5515,YPH,5520,,DH8
3H,\N,YUD,5515,YSK,5529,,DH8
3H,\N,YUL,146,YGL,62,,73M
3H,\N,YUL,146,YGW,5496,,DH8
3H,\N,YUL,146,YQB,111,,DH8
3H,\N,YUL,146,YUY,149,,DH8
3H,\N,YUY,149,YGW,5496,,DH8
3H,\N,YUY,149,YUL,146,,DH8
3H,\N,YVP,154,XGR,5512,,DHT BET
3H,\N,YVP,154,YGW,5496,,BET
3H,\N,YVP,154,YKG,5481,,DH8
3H,\N,YVP,154,YKL,80,,DH8 BET
3H,\N,YVP,154,YPH,5520,,BET
3H,\N,YVP,154,YPJ,5508,,DHT
3H,\N,YVP,154,YPX,6727,,BET
3H,\N,YVP,154,YTQ,6728,,DHT DH8
3H,\N,YWB,7253,YQC,5499,,DH8
3H,\N,YWB,7253,YZG,5535,,DH8
3H,\N,YWK,161,YKL,80,,BET
3H,\N,YWK,161,YZV,202,,BET
3H,\N,YZG,5535,YIK,5504,,DH8
3H,\N,YZG,5535,YWB,7253,,DH8
3H,\N,YZV,202,YKL,80,,BET DH8
3H,\N,YZV,202,YWK,161,,BET
3J,5521,JIB,4119,DXB,2188,,737
3J,5521,JIB,4119,JED,2072,,737
3J,5521,JIB,4119,MGQ,5687,,737
3J,5521,MGQ,5687,NBO,4059,,737
3J,5521,NBO,4059,MGQ,5687,,737
3K,3021,BKK,3885,SIN,3316,,320
3K,3021,DRW,3999,SIN,3316,,320
3K,3021,HAK,4120,SIN,3316,,320
3K,3021,HGH,3386,SIN,3316,,320
3K,3021,HKG,3077,SIN,3316,,320
3K,3021,HKT,3179,SIN,3316,,320
3K,3021,KIX,3992,MNL,2397,,320
3K,3021,KIX,3992,TPE,2276,,320
3K,3021,KUL,3304,SIN,3316,,320
3K,3021,MNL,2397,KIX,3992,,320
3K,3021,MNL,2397,SIN,3316,,320
3K,3021,PEN,3308,SIN,3316,,320
3K,3021,PER,3351,SIN,3316,,320
3K,3021,PNH,3034,SIN,3316,,320
3K,3021,REP,3035,SIN,3316,,320
3K,3021,RGN,3239,SIN,3316,,320
3K,3021,SGN,3205,SIN,3316,,320
3K,3021,SIN,3316,BKK,3885,,320
3K,3021,SIN,3316,DRW,3999,,320
3K,3021,SIN,3316,HAK,4120,,320
3K,3021,SIN,3316,HGH,3386,,320
3K,3021,SIN,3316,HKG,3077,,320
3K,3021,SIN,3316,HKT,3179,,320
3K,3021,SIN,3316,KUL,3304,,320
3K,3021,SIN,3316,MNL,2397,,320
3K,3021,SIN,3316,PEN,3308,,320
3K,3021,SIN,3316,PER,3351,,320
3K,3021,SIN,3316,PNH,3034,,320
3K,3021,SIN,3316,REP,3035,,320
3K,3021,SIN,3316,RGN,3239,,320
3K,3021,SIN,3316,SGN,3205,,320
3K,3021,SIN,3316,SWA,4302,,320
3K,3021,SIN,3316,TPE,2276,,320
3K,3021,SWA,4302,SIN,3316,,320
3K,3021,TPE,2276,KIX,3992,,320
3K,3021,TPE,2276,SIN,3316,,320
3L,2916,ACH,1679,EBA,1558,,DH3
3L,2916,DRS,338,ZRH,1678,,DH3
3L,2916,DUS,345,FDH,382,,DH3
3L,2916,EBA,1558,ACH,1679,,DH3
3L,2916,EBA,1558,FDH,382,,DH3
3L,2916,EBA,1558,MUC,346,,DH3
3L,2916,EBA,1558,ZRH,1678,,DH3
3L,2916,FDH,382,DUS,345,,DH3
3L,2916,FDH,382,EBA,1558,,DH3
3L,2916,FDH,382,HAM,342,,AT7
3L,2916,FDH,382,OLB,1520,,AT7
3L,2916,FDH,382,TXL,351,,AT7
3L,2916,FDH,382,ZAD,1209,,AT7
3L,2916,FMM,3986,NAP,1561,,AT7
3L,2916,GRZ,1609,ZRH,1678,,DH3
3L,2916,HAM,342,FDH,382,,AT7
3L,2916,MUC,346,EBA,1558,,DH3
3L,2916,NAP,1561,FMM,3986,,AT7
3L,2916,OLB,1520,FDH,382,,AT7
3L,2916,SZG,1612,ZRH,1678,,DH3
3L,2916,TXL,351,FDH,382,,AT7
3L,2916,ZAD,1209,FDH,382,,AT7
3L,2916,ZRH,1678,DRS,338,,DH3
3L,2916,ZRH,1678,EBA,1558,,DH3
3L,2916,ZRH,1678,GRZ,1609,,DH3
3L,2916,ZRH,1678,SZG,1612,,DH3
3M,20710,ATL,3682,LWB,6958,,SF3
3M,20710,ATL,3682,MCN,3754,,SF3
3M,20710,ATL,3682,MEI,4335,,SF3
3M,20710,ATL,3682,MSL,5756,,SF3
3M,20710,ATL,3682,PIB,5759,,SF3
3M,20710,ATL,3682,TUP,5773,,SF3
3M,20710,BIM,1937,FLL,3533,,SF3
3M,20710,ELH,1943,FLL,3533,,SF3
3M,20710,ELH,1943,PBI,3722,,SF3
3M,20710,EYW,3875,FLL,3533,,SF3
3M,20710,EYW,3875,RSW,3793,,SF3
3M,20710,EYW,3875,TPA,3646,,SF3
3M,20710,FLL,3533,BIM,1937,,SF3
3M,20710,FLL,3533,ELH,1943,,SF3
3M,20710,FLL,3533,EYW,3875,,SF3
3M,20710,FLL,3533,FPO,1948,,SF3
3M,20710,FLL,3533,GGT,1941,,SF3
3M,20710,FLL,3533,GHB,1944,,SF3
3M,20710,FLL,3533,MCO,3878,,SF3
3M,20710,FLL,3533,MHH,1930,,SF3
3M,20710,FLL,3533,TCB,1934,,SF3
3M,20710,FLL,3533,TPA,3646,,SF3
3M,20710,FPO,1948,FLL,3533,,SF3
3M,20710,GGT,1941,FLL,3533,,SF3
3M,20710,GGT,1941,GHB,1944,,SF3
3M,20710,GHB,1944,FLL,3533,,SF3
3M,20710,GLH,6130,TUP,5773,,SF3
3M,20710,GNV,3472,MCO,3878,,SF3
3M,20710,GNV,3472,TPA,3646,,SF3
3M,20710,JAX,3712,MHH,1930,,SF3
3M,20710,JAX,3712,TPA,3646,,SF3
3M,20710,LWB,6958,ATL,3682,,SF3
3M,20710,MCN,3754,ATL,3682,,SF3
3M,20710,MCN,3754,MCO,3878,,SF3
3M,20710,MCO,3878,FLL,3533,,SF3
3M,20710,MCO,3878,GNV,3472,,SF3
3M,20710,MCO,3878,MCN,3754,,SF3
3M,20710,MCO,3878,MHH,1930,,SF3
3M,20710,MCO,3878,PNS,3564,,SF3
3M,20710,MCO,3878,RSW,3793,,SF3
3M,20710,MCO,3878,TLH,3698,,SF3
3M,20710,MEI,4335,ATL,3682,,SF3
3M,20710,MHH,1930,FLL,3533,,SF3
3M,20710,MHH,1930,JAX,3712,,SF3
3M,20710,MHH,1930,MCO,3878,,SF3
3M,20710,MHH,1930,PBI,3722,,SF3
3M,20710,MSL,5756,ATL,3682,,SF3
3M,20710,PBI,3722,ELH,1943,,SF3
3M,20710,PBI,3722,MHH,1930,,SF3
3M,20710,PBI,3722,TPA,3646,,SF3
3M,20710,PIB,5759,ATL,3682,,SF3
3M,20710,PNS,3564,MCO,3878,,SF3
3M,20710,PNS,3564,TPA,3646,,SF3
3M,20710,RSW,3793,EYW,3875,,SF3
3M,20710,RSW,3793,MCO,3878,,SF3
3M,20710,TCB,1934,FLL,3533,,SF3
3M,20710,TLH,3698,MCO,3878,,SF3
3M,20710,TLH,3698,TPA,3646,,SF3
3M,20710,TPA,3646,EYW,3875,,SF3
3M,20710,TPA,3646,FLL,3533,,SF3
3M,20710,TPA,3646,GNV,3472,,SF3
3M,20710,TPA,3646,JAX,3712,,SF3
3M,20710,TPA,3646,PBI,3722,,SF3
3M,20710,TPA,3646,PNS,3564,,SF3
3M,20710,TPA,3646,TLH,3698,,SF3
3M,20710,TUP,5773,ATL,3682,,SF3
3M,20710,TUP,5773,GLH,6130,,SF3
3O,9818,AMS,580,NDR,5673,,320
3O,9818,AMS,580,TNG,1080,,320
3O,9818,BCN,1218,CMN,1074,,320
3O,9818,BCN,1218,NDR,5673,,320
3O,9818,BCN,1218,TNG,1080,,320
3O,9818,BGY,1525,CMN,1074,,320
3O,9818,BLQ,1538,CMN,1074,,320
3O,9818,BRU,302,CMN,1074,,320
3O,9818,BRU,302,NDR,5673,,320
3O,9818,BRU,302,TNG,1080,,320
3O,9818,CGN,344,NDR,5673,,320
3O,9818,CMN,1074,BCN,1218,,320
3O,9818,CMN,1074,BGY,1525,,320
3O,9818,CMN,1074,BLQ,1538,,320
3O,9818,CMN,1074,BRU,302,,320
3O,9818,CMN,1074,CUF,1534,,320
3O,9818,CMN,1074,LGW,502,,320
3O,9818,CMN,1074,LYS,1335,,320
3O,9818,CMN,1074,MPL,1359,,320
3O,9818,CMN,1074,SAW,4317,,320
3O,9818,CMN,1074,TLS,1273,,320
3O,9818,CMN,1074,TSF,1539,,320
3O,9818,CUF,1534,CMN,1074,,320
3O,9818,FEZ,1066,MPL,1359,,320
3O,9818,LGW,502,CMN,1074,,320
3O,9818,LGW,502,TNG,1080,,320
3O,9818,LYS,1335,CMN,1074,,320
3O,9818,MPL,1359,CMN,1074,,320
3O,9818,MPL,1359,FEZ,1066,,320
3O,9818,MPL,1359,NDR,5673,,320
3O,9818,NDR,5673,AMS,580,,320
3O,9818,NDR,5673,BCN,1218,,320
3O,9818,NDR,5673,BRU,302,,320
3O,9818,NDR,5673,CGN,344,,320
3O,9818,NDR,5673,MPL,1359,,320
3O,9818,NDR,5673,PMI,3998,,320
3O,9818,PMI,3998,NDR,5673,,320
3O,9818,SAW,4317,CMN,1074,,320
3O,9818,TLS,1273,CMN,1074,,320
3O,9818,TNG,1080,AMS,580,,320
3O,9818,TNG,1080,BCN,1218,,320
3O,9818,TNG,1080,BRU,302,,320
3O,9818,TNG,1080,LGW,502,,320
3O,9818,TSF,1539,CMN,1074,,320
3P,5002,AUA,2895,LSP,2844,,SH6
3P,5002,AUA,2895,MAR,2848,,SH6
3P,5002,BON,2896,CUR,2897,,SH6
3P,5002,CUR,2897,AUA,2895,,SH6
3P,5002,LSP,2844,AUA,2895,,SH6
3P,5002,MAR,2848,AUA,2895,,SH6
3R,3545,ASF,2966,DME,4029,,SU9
3R,3545,ASF,2966,LED,2948,,SU9
3R,3545,BHK,2980,DME,4029,,734
3R,3545,DME,4029,ASF,2966,,SU9
3R,3545,DME,4029,BHK,2980,,734
3R,3545,DME,4029,EGO,6156,,SU9
3R,3545,DME,4029,FEG,6149,,734
3R,3545,DME,4029,KSQ,6153,,734
3R,3545,DME,4029,NMA,6150,,734
3R,3545,DME,4029,NVI,6485,,734
3R,3545,DME,4029,SKD,2981,,734
3R,3545,DME,4029,TIV,1743,,SU9 73G
3R,3545,EGO,6156,DME,4029,,SU9
3R,3545,FEG,6149,DME,4029,,734
3R,3545,KSQ,6153,DME,4029,,734
3R,3545,LED,2948,ASF,2966,,SU9
3R,3545,NMA,6150,DME,4029,,734
3R,3545,NVI,6485,DME,4029,,734
3R,3545,SKD,2981,DME,4029,,734
3R,3545,TIV,1743,DME,4029,,SU9 73G
3S,11741,ANU,2874,PTP,2881,,AT5
3S,11741,CAY,2774,FDF,2878,,320
3S,11741,CUR,2897,SDQ,1762,,AT5
3S,11741,DOM,2877,PTP,2881,,AT5
3S,11741,DOM,2877,SXM,2899,,AT5
3S,11741,FDF,2878,CAY,2774,,320
3S,11741,FDF,2878,PTP,2881,,AT5 320
3S,11741,FDF,2878,SDQ,1762,,AT5
